C[C@](CSc(cccc1)c1C(O)=O)(C(N1)=O)NC1=O
CC(C(NC(Nc1nc2ccccc2c(C)n1)=N1)=O)=C1O
CC(C)c1cc(C(Nc2n[nH]c(OC)n2)=O)no1
CCC(NC(N1)=NC(O)=C(CCCCC(O)=O)C1=O)=O
Cc1nc(NC(N2)=NC(O)=CC2=O)nc2ccccc12
Cc(cccc1)c1NC(CSC(N1)=NC(O)=CC1=O)=O
OC(N=C(N1)SCC(Nc(cccc2)c2F)=O)=CC1=O
Cc(c1ccc2)nc(NC(N3)=NC(O)=CC3=O)nc1c2OC
OC(N=C(CCNC(C[C@H](C1)[C@H]2C=C[C@@H]1C2)=O)N1)=CC1=O
Cc(cc1C(Nc2n[nH]nn2)=O)cc(Br)c1O
OC(CSCc(cc1)ccc1-c1nnn[nH]1)=O
OC(CSCc(cc1)ccc1-c1n[nH]nn1)=O
CC(NN1)=C(C(C2=C(C)NNC2=O)c2ccccc2)C1=O
COC(c1cc(O)cc(-c2cnc(C(O)=O)nc2)c1)=O
CCCC[C@@H](CCCC(C(NC(N)=N1)=O)=C1O)C(O)=O
COc1cc(/C=C(\C(N2)=O)/NC2=O)cc(Cl)c1O
C[C@H](C(O)=O)N(C1CC1)C(c1cc2n[nH]nc2cc1)=O
C[C@@H](C(O)=O)N(C1CC1)C(c1cc2n[nH]nc2cc1)=O
OC(COCC(N1c2ccccc2)=NNC1=S)=O
OC(Cc1csc(NC(c2cc(O)ccc2)=O)n1)=O
CC(N=C(N1)SCC(c(ccc(O)c2)c2O)=O)=CC1=O
CC(NN(C1=NC=C2C(O)=O)c(cc3)ccc3F)=C1C2=O
OC([C@H](CCCC1)N1C(c1cc2n[nH]nc2cc1)=O)=O
CC(NC(NC1=O)=S)=C1OC(C=C1)=NNC1=O
OC(c(cccc1)c1-n1nc(C2CC2)nc1-c1n[nH]nc1)=O
OC([C@H](CCCC1)[C@H]1C(NC1=NCCS1)=O)=O
OC(CSc1nnc(-c(cc2)ccc2O)o1)=O
CC(C)([C@@H]1C(Nc2ncccc2O)=O)[C@@H]1C(O)=O
CC(C)([C@H]1C(Nc2ncccc2O)=O)[C@H]1C(O)=O
CC(C)([C@H]1C(Nc2nnc(-c3ccco3)[nH]2)=O)[C@H]1C(O)=O
CC(C)([C@H]1C(Nc2n[nH]c(-c3ccco3)n2)=O)[C@H]1C(O)=O
CC(C)([C@H]1C(Nc2nc(-c3ccco3)n[nH]2)=O)[C@H]1C(O)=O
CC(C)([C@@H]1C(Nc2nnc(-c3ccco3)[nH]2)=O)[C@@H]1C(O)=O
CC(C)([C@@H]1C(Nc2n[nH]c(-c3ccco3)n2)=O)[C@@H]1C(O)=O
CC(C)([C@@H]1C(Nc2nc(-c3ccco3)n[nH]2)=O)[C@@H]1C(O)=O
COc1cc(/C=C(/C(N2)=O)\NC2=O)cc(Cl)c1O
CC(C)([C@@H]1C(Nc(cc2)cc(O)c2C(C)=O)=O)[C@@H]1C(O)=O
CC(C)([C@H]1C(Nc(cc2)cc(O)c2C(C)=O)=O)[C@H]1C(O)=O
CC(C)([C@@H]1C(Nc(cc2)cc(O)c2C(C)=O)=O)[C@H]1C(O)=O
CC(c(c(O)cc(O)c1)c1O1)=C(CC(OC)=O)C1=O
C[C@@H](c1cccs1)N1NC=C/C1=N\C(CCC(O)=O)=O
C[C@H](c1cccs1)N1NC=C/C1=N\C(CCC(O)=O)=O
NC(N1)=NC(O)=C(CCCc(cc2)ccc2C(O)=O)C1=O
C[C@H](CNc(c1cc(C(O)=O)ccc1nc1)c1C(O)=O)O
C[C@@H](CNc(c1cc(C(O)=O)ccc1nc1)c1C(O)=O)O
Cc(cc1)cc(O)c1C(N(CC1)C[C@@]1(C(O)=O)F)=O
CC(c(c(O)cc(O)c1)c1OC1=O)=C1N1CCN(C)CC1
Cc(cc1)cc(O)c1C(N1C[C@H](CC(O)=O)OCC1)=O
Cc(cc1)cc(O)c1C(N1C[C@@H](CC(O)=O)OCC1)=O
Cc1cc(C)nn1-c(cc1)cc(-c2nnn[nH]2)c1C(O)=O
Cc1cc(C)nn1-c(cc1)cc(-c2n[nH]nn2)c1C(O)=O
Cc(cc1)cc(O)c1C(N(CC1)C[C@]1(C(O)=O)F)=O
CC[C@@H](C(O)=O)N(CC1)CCN1C(c(cccc1)c1O)=O
O/C(/c(cc1)ccc1Cl)=C\S(c1ncn[nH]1)(=O)=O
O/C(/c(cc1)ccc1Cl)=C\S(c1nnc[nH]1)(=O)=O
CCOC(N[C@H](Cc1ccccc1)C(O)=O)=S
CCOC(N[C@@H](Cc1ccccc1)C(O)=O)=S
CC(N=C(c1ccncc1)N1)=C(CCC(O)=O)C1=O
COc1cc(CC(O)=O)cc(Br)c1O
CC(NC(N1)=S)=C(Cc2ccc(C(O)=O)o2)C1=O
OC(C(Br)=CNC1=O)=C1Br
OC(c1nccnc1C(Nc1nnc(C2CC2)s1)=O)=O
CC(C)COc1ccc(CC(C(NC(N)=N2)=O)=C2O)cc1
CC(NN1)=C(C(C2=C(C)NNC2=O)c2ccccc2)C1=O
CC(NN1)=C(C(C2=C(C)NNC2=O)c2ccccc2)C1=O
COC([C@](C(F)(F)F)(c(cc1)cc(Cl)c1O)O)=O
COC([C@@](C(F)(F)F)(c(cc1)cc(Cl)c1O)O)=O
CCCC[C@H](CCCC(C(NC(N)=N1)=O)=C1O)C(O)=O
CC(C)[C@@H](C(O)=O)NS(c1c(C)nc(C)s1)(=O)=O
OC([C@@H](CCCC1)N1C(c1cc2n[nH]nc2cc1)=O)=O
OC([C@@H](CCCC1)[C@@H]1C(NC1=NCCS1)=O)=O
CCONC([C@H](CCC1)N1C(c(cccc1)c1O)=O)=O
CCONC([C@@H](CCC1)N1C(c(cccc1)c1O)=O)=O
COC(CCCCSC(NC(N=C1N2)=O)=C1NC2=O)=O
CC(C=C(C)N1)=N/C1=N/NS(c(cccc1)c1F)(=O)=O
CCOc1cc(/C=C(\C(N2)=O)/NC2=O)cc(Cl)c1O
CC(C)C[C@@H](C(O)=O)NS(c(cccc1)c1F)(=O)=O
CC(C)C[C@H](C(O)=O)NS(c(cccc1)c1F)(=O)=O
Cc1nc(-c(cccc2)c2O)nc(NCc2n[nH]nn2)c1
CN(C)CP([C@@H](C1)[C@@H](C(O)=O)c2c1cccc2)(O)O
CN(C)CP([C@H](C1)[C@@H](C(O)=O)c2c1cccc2)(O)O
CCOC(c(c(O)cc(O1)c2C(O)=CC1=O)c2O)=O
O=C1NC=NC2=C1C(c1ccccc1)C(C(NC=N1)=O)=C1O2
Cc1c(C(NC(SCC(O)=O)=N2)=O)c2nc(C)c1
OC(c(cc1)cc(S(NCc2ccco2)(=O)=O)c1F)=O
OC(c1ccc(/C=N/NC(c(cc2)ccc2O)=O)cc1)=O
OC([C@@H]([C@H]1C=C[C@@H]2C1)[C@H]2C(Nc(cccc1)c1O)=O)=O
COc1ccc(CC(N2)=NC(C(O)=O)=CC2=O)cc1
OC(C1(CCCC1)C(NCc(cc1)cc(F)c1O)=O)=O
CCc1nnc(NC(c2c(CC(O)=O)occ2C)=O)s1
C[C@H]([C@@H](C1)C(C)(C)[C@@H]1C1)[C@@H]1N(CC(O)=O)CC(O)=O
Cc(cc1)cc(C(C(C=NN23)=CC3=NNC2=S)=O)c1O
Cc(sc(Nc(cc1)ccc1C(O)=O)n1)c1O
OC(C(N=C(c(cc1)ccc1Cl)N1)=CC1=O)=O
CC(C)(CC1=O)Oc2c1c(O)cc(OCC(O)=O)c2
CN(C)CP([C@@H](C1)[C@H](C(O)=O)c2c1cccc2)(O)O
CCC(C(NC(N(CC1)Cc2c1cccc2)=N1)=O)=C1O
OC(c(cc(cc1)NC(c2n[nH]cn2)=O)c1Cl)=O
OC(c1cc(I)cc(O)c1)=O
C[C@@H](C(O)=O)NS(c(cc(cc1)Cl)c1OC)(=O)=O
C[C@H](C(O)=O)NS(c(cc(cc1)Cl)c1OC)(=O)=O
OC(C1=CN=C(c(cc2)cc(F)c2F)NC1=O)=O
C[C@@H](CS(Nc(ccc(F)c1)c1F)(=O)=O)C(O)=O
CC[C@H](C(O)=O)N(CC1)CCN1C(c(cccc1)c1O)=O
CCC[C@H](C(O)=O)NS(c1cc(Cl)cnc1)(=O)=O
OC(c(c(O)c1)cc(I)c1O)=O
OC(c(cc1)cc(O)c1I)=O
CC(C)([C@H]1C(Nc(cc2)cc(O)c2C(C)=O)=O)[C@@H]1C(O)=O
OC(c(cc1)cc(I)c1O)=O
OC(c1cc2n[nH]c(I)c2cc1)=O
OC(c(cc1)c(c(C(O)=O)ccc2C(N3)=O)c2c1C3=O)=O
OC(c(cc(cc1)S(Nc2ccncc2)(=O)=O)c1O)=O
COc(cc1)ccc1N(C(O)=CC(N1)=O)C1=S
CC(C)OCC(N1c2cc(C(O)=O)ccc2)=NNC1=O
OC(c1cccn2nc(-c(cccc3)c3O)nc12)=O
OP(CCc1ccccc1)(CC(NC(N1)=O)=CC1=O)O
Cc(cc1)cc(O2)c1C(CP(O)(O)O)=CC2=O
Cc(cc1)cc(/C(/CP(O)(O)O)=C\C(O)=O)c1O
Cc(cc1)cc(C(CP(O)(O)O)=C2)c1OC2=O
COc(cc1)cc(O)c1/C(/CP(O)(O)O)=C\C(O)=O
CCCC(C(NC(N1c2ccccc2)=S)=O)=C1O
CC(Nc(c(C1=O)c2O)nn2-c2ccccc2)=C1Cl
OC(C(C(N1NC2=O)=O)=CNC1=C2c1ccccc1)=O
CC(C)C[C@@H](C(O)=O)NS(c1c(C)onc1C)(=O)=O
Cc(cc1)cc(O)c1C(N1[C@@H](CC(O)=O)COCC1)=O
Cc(cc1)cc(O)c1C(N1[C@H](CC(O)=O)COCC1)=O
OC(C(NC(C(Br)=C1)=O)=C1Cl)=O
OC(c1nccnc1C(N1)=Nc(cccc2)c2C1=O)=O
OC(CN(CCCc1ccccc1)CC(O)=O)=O
CCCC(C(NC(N1c2ccccc2)=S)=O)=C1O
COc(cc1)cc(O)c1C(NC1(CC(O)=O)CC1)=O
CC(N=C(NCc(cc1)ccc1C(O)=O)N1)=CC1=O
OC(CCCCCNS(c1cccs1)(=O)=O)=O
CCOC(NC(Nc(cccc1)c1C(O)=O)=S)=O
OC([C@H](CCCC1)[C@@H]1C(NC1=NCCS1)=O)=O
CC(C)(C)NS(c(cc(cc1)C(O)=O)c1F)(=O)=O
O=C(C(C(NCc1ccco1)=O)(F)F)NCc1ccco1
CC(C)CCNS(c(ccc(C(O)=O)c1)c1F)(=O)=O
OC(c(cc1)cc(F)c1S(NCC1CC1)(=O)=O)=O
N[C@H](CSC(NCCCc1ccccc1)=S)C(O)=O
OC(CCCCCNC(c(cccc1)c1O)=O)=O
CC(c(c(O)cc(O)c1)c1O1)=C(CC(NC2CC2)=O)C1=O
CC(C)NC(CC1=C(C)c(c(O)cc(O)c2)c2OC1=O)=O
CC(C)CN(CC(O)=O)Cc1ccc(C(O)=O)o1
Cc1c(C(O)=O)sc(NC(COC)=N2)c1C2=O
CCCCC(C(NC(SCCC(O)=O)=N1)=O)=C1O
CCC(C)(C)NS(c1cc(C(O)=O)cs1)(=O)=O
OC(c1csc(S(NC2CCCC2)(=O)=O)c1)=O
CCCC(N=C(N1)SCC(NC(OCC)=O)=O)=CC1=O
OC(N=C(CCNC(c(cc1)ccc1Cl)=O)N1)=CC1=O
Oc(cccc1)c1NC(/C=C(/C(N1)=O)\SC1=O)=O
COc(ccc(C(N1)=NC=C(C(O)=O)C1=O)c1)c1OC
Oc(cc1)c(/C=C(/C(N2)=O)\NC2=O)cc1Br
OC(c(c(F)c(cc1)S(NC2CC2)(=O)=O)c1F)=O
OC(Nc1c2cccc1)=C(C(Nc1cnccc1)=O)C2=O
OC(Nc1c2cccc1)=C(C(Nc1ncccc1)=O)C2=O
Cc(cc1)cc(NS(c2c[nH]c(C(O)=O)c2)(=O)=O)c1F
OC(c1cc(S(Nc(cccc2)c2F)(=O)=O)c[nH]1)=O
Cc(cc1)cc(F)c1NS(c1c[nH]c(C(O)=O)c1)(=O)=O
CN(C(O)=C(CCc1ncccc1)C(N1)=O)C1=S
OP(CC(c(cc1OCOc1c1)c1O1)=CC1=O)(O)O
OC(c(cc(cc1)S(Nc2ccccc2)(=O)=O)c1O)=O
CCOCCC(C(NC(SC(C)C)=N1)=O)=C1O
Cc(sc(Nc(cc1)ccc1C(O)=O)n1)c1O
COc(ccc(CC(C(NC(N1)=S)=O)=C1O)c1)c1OC
CC(N=C(c1ccccc1)N1)=C(CCC(O)=O)C1=O
CCC[C@@H](c1nnn[nH]1)NC(c(cc(C)cc1)c1O)=O
CCC[C@@H](c1n[nH]nn1)NC(c(cc(C)cc1)c1O)=O
CCC[C@H](c1nnn[nH]1)NC(c(cc(C)cc1)c1O)=O
CCC[C@H](c1n[nH]nn1)NC(c(cc(C)cc1)c1O)=O
CC(C(NC(CCNC(CC1=CCCCC1)=O)=N1)=O)=C1O
Cc1ccc2nc(NC(N3)=NC(O)=CC3=O)nc(C)c2c1
CC(C)[C@@H](CP(O)(O)O)NC(Cc1ccccc1)=O
CC(C)[C@H](CP(O)(O)O)NC(Cc1ccccc1)=O
C/C(/CO)=C/Cc(c(O)c(c(OC(C)=C1)c2)C1=O)c2O
CCCOc1c(C)cc(CC(C(NC(N)=N2)=O)=C2O)cc1
CC(N=C1N2N=C(C(O)=O)N1)=C(Cc1ccccc1)C2=O
CN(C)CP([C@H](C1)[C@H](C(O)=O)c2c1cccc2)(O)O
C[C@@H](C(O)=O)NS(c(s1)ccc1Cl)(=O)=O
C[C@H](C(O)=O)NS(c(s1)ccc1Cl)(=O)=O
Oc(cc1)ccc1S(Nc1ncccc1)(=O)=O
CNS(c1c(C(O)=O)sc(Cl)c1)(=O)=O
CCC(C(NC(SCC(N1CCCCC1)=O)=N1)=O)=C1O
OC(CC[C@@](C(N1)=O)(c(cc2)ccc2Cl)NC1=O)=O
OC(CC[C@](C(N1)=O)(c(cc2)ccc2Cl)NC1=O)=O
OC(NC(N1)=S)=C(Cc(cc2)ccc2F)C1=O
Cc(cc1)cc(O)c1C(NC[C@@H](CC1CC1)C(O)=O)=O
Cc(cc1)cc(O)c1C(NC[C@H](CC1CC1)C(O)=O)=O
OC(CCN1CCN(Cc2cccc(O)c2Cl)CC1)=O
CC(N=C(C1CCCCC1)N1)=C(CC(O)=O)C1=O
CCCCNS(c1cc(C(O)=O)cs1)(=O)=O
CC(C)(C)NS(c1cc(C(O)=O)cs1)(=O)=O
CC[C@@H](C)NS(c1cc(C(O)=O)cs1)(=O)=O
CC[C@H](C)NS(c1cc(C(O)=O)cs1)(=O)=O
OC(c1csc(S(NCc2ccccc2)(=O)=O)c1)=O
COc(cc1)ccc1C(CSC(N1)=NC(O)=CC1=O)=O
OC(Cc1csc(NC(c2ccno2)=O)n1)=O
OC(Nc1c2cccc1)=C(C(Nc1ccncc1)=O)C2=O
OC(CCC(C(N1)=O)=Nn2c1nc1c2cccc1)=O
Cc1c(C(O)=O)c(C(N(c2ccccc2)C(N2)=O)=O)c2o1
OC(Nc1c2cccc1)=C(C(Nc1ncccn1)=O)C2=O
CC(N=C(N/N=C/c(ccc(O)c1)c1O)N1)=CC1=O
Cc(cc1)cc(C(N(CC2)CCC2C(O)=O)=O)c1O
Cc1cccc(C(N(CCCC2)[C@@H]2C(O)=O)=O)c1O
Cc(cc1)cc(C(N(CCCC2)[C@H]2C(O)=O)=O)c1O
Cc(cc1)cc(C(N(CCCC2)[C@@H]2C(O)=O)=O)c1O
Cc1cccc(C(N(CCCC2)[C@H]2C(O)=O)=O)c1O
Cc(cc1)cc(O)c1C(N(CC1)CCC1C(O)=O)=O
OC(C1(CCCCC1)NS(c1cccs1)(=O)=O)=O
OC(c(cc1)ccc1S(NCC(F)(F)F)(=O)=O)=O
CN(C(O)=C([C@H](c1c2cccc1)OC2=O)C(N1)=O)C1=S
CN(C(O)=C([C@@H](c1c2cccc1)OC2=O)C(N1)=O)C1=S
CC(c(c(O)cc(O)c1)c1O1)=C(CC(O)=O)C1=O
CC(C)Oc1c(C)cc(CC(C(NC(N)=N2)=O)=C2O)cc1
OC(CCCCNS(c(cccc1)c1F)(=O)=O)=O
OC(CCCCCNS(c(cccc1)c1F)(=O)=O)=O
CCCCNS(c(ccc(F)c1C(O)=O)c1F)(=O)=O
C[C@@H](CS(Nc1cc(F)ccc1)(=O)=O)C(O)=O
C[C@H](CS(Nc(ccc(F)c1)c1F)(=O)=O)C(O)=O
C[C@H](CS(Nc1cc(F)ccc1)(=O)=O)C(O)=O
CCCCCCC(C(NC(SCC(O)=O)=N1)=O)=C1O
CC(C(NC(Nc1nc(cccc2)c2o1)=N1)=O)=C1O
Oc(cccc1)c1C(C(C=C12)=CNC1=NNC2=O)=O
CC(C)=C(NC(c1ccccc1)=O)P(O)(O)O
CCCCS(Nc1c(C)n(CC(O)=O)nc1C)(=O)=O
CNS(c(c(Cl)c1C(O)=O)ccc1Cl)(=O)=O
CC(C)([C@@H]1C(Nc2ncccc2O)=O)[C@H]1C(O)=O
CC(C)([C@H]1C(Nc2ncccc2O)=O)[C@@H]1C(O)=O
C[C@H](CC[C@H](C1)C(O)=O)N1C(c(ccc(OC)c1)c1O)=O
CCC[C@@H](CCCC(C(NC(N)=N1)=O)=C1O)C(O)=O
CCC[C@H](CCCC(C(NC(N)=N1)=O)=C1O)C(O)=O
NC(N1)=NC(O)=C(CCCCC(OC2CCCC2)=O)C1=O
OC(c(cccc1)c1-c1n[nH]c(Br)n1)=O
CCN(C(CC(N1CC)=NNC1=S)=NN1)C1=S
CC(C)C(C(NC(SCCC(O)=O)=N1)=O)=C1O
COc1cc([C@@H]2SC[C@@H](C(O)=O)N2)cc(Cl)c1O
COc1cc([C@@H]2SC[C@H](C(O)=O)N2)cc(Cl)c1O
COc1cc([C@H]2SC[C@H](C(O)=O)N2)cc(Cl)c1O
COc1cc([C@H]2SC[C@@H](C(O)=O)N2)cc(Cl)c1O
OP([C@](C[C@H](C1)C2)(C[C@@H]1C1)C[C@@]12P(O)(O)O)(O)O
Cc(cc(cc1)O)c1C(NC1(CCCC1)C(O)=O)=O
C[C@]1(P(O)(O)O)P(O)(O)Oc2c1cccc2
OP(Cc(cc1)ccc1I)(O)O
Oc(cccc1)c1C(NC(c(cccc1)c1O)=O)=O
Oc(cccc1)c1NC(C[C@H](C(N1)=O)SC1=O)=O
Oc(cccc1)c1NC(C[C@@H](C(N1)=O)SC1=O)=O
OC(c1c[nH]nc1S(NCCC1=CCCCC1)(=O)=O)=O
CC(C)([C@H]1C(Nc2n[nH]c(-c3ccco3)n2)=O)[C@@H]1C(O)=O
CC(C)([C@@H]1C(Nc2n[nH]c(-c3ccco3)n2)=O)[C@H]1C(O)=O
CC(C)CN(CC(O)=O)C(c(cc(cc1)O)c1F)=O
OC(c(cc1)cc(O)c1NC(C[C@@H]1OCCC1)=O)=O
OC(c(cc1)cc(O)c1NC(C[C@H]1OCCC1)=O)=O
Cc1cc(C(O)=O)nn1-c1cc(-c2nnn[nH]2)ccc1
Cc1cc(C(O)=O)nn1-c1cc(-c2n[nH]nn2)ccc1
COc(cc1)cc(O2)c1C(CP(O)(O)O)=CC2=O
CCC(CC)NS(c1ccc(CC(O)=O)s1)(=O)=O
CC(C)(C)[C@@H](C(O)=O)NC(c1cc(C(O)=O)cc(O)c1)=O
CC(C)[C@H](CC(O)=O)NC(c1cc(C(O)=O)cc(O)c1)=O
CC(C)[C@@H](CC(O)=O)NC(c1cc(C(O)=O)cc(O)c1)=O
OC([C@](C1)(CN(Cc2cccc(F)c2F)C2)[C@@]12C(O)=O)=O
O=C1NCCCc2c1nc(-c1n[nH]c(-c3ccccc3)n1)[nH]2
O=C1NCCCc2c1[nH]c(-c1n[nH]c(-c3ccccc3)n1)n2
C[C@@H](CC(O)=O)NC(C(N1)=CC(C(C)(C)C)=NC1=O)=O
C[C@H](CC(O)=O)NC(C(N1)=CC(C(C)(C)C)=NC1=O)=O
OC([C@](C1)(CN(Cc(cc2)cc(F)c2F)C2)[C@@]12C(O)=O)=O
CCS(Nc1n[nH]c(SCc2ccccc2)n1)(=O)=O
COCCCC(Nc(ccc(C(O)=O)c1)c1O)=O
Cc(cc1)ccc1NC(CSC(N1)=NC(O)=CC1=O)=O
OC(Cc1nc(-c2cc(Br)cnc2)n[nH]1)=O
CCOC(CC(c(c(O)cc(O)c1)c1O1)=CC1=O)=O
OC([C@H](C1CC1)NC(c(cc(cc1)O)c1F)=O)=O
OC([C@H](CCC1)N1C(c(nnc1ccccc11)c1O)=O)=O
CCC[C@@H](C(O)=O)NS(c1cc(Cl)cnc1)(=O)=O
CCC[C@](C)(C(O)=O)NS(c1c(C)onc1C)(=O)=O
CCC[C@@](C)(C(O)=O)NS(c1c(C)onc1C)(=O)=O
CS(Nc1c(ccn2CC(O)=O)c2ccc1)(=O)=O
CC(NN(C1=NC=C2C(O)=O)c3ccccc3)=C1C2=O
CCCCCC(N=C(N)N1)=C(CCCCC(O)=O)C1=O
C[C@@H](CCCC(C(NC(N1)=S)=O)=C1O)C(O)=O
C[C@@H](CCC[C@@H](C(N1)=O)C(O)=NC1=S)C(O)=O
C[C@H](CCCC(C(NC(N1)=S)=O)=C1O)C(O)=O
C[C@H](CCC[C@@H](C(N1)=O)C(O)=NC1=S)C(O)=O
NC(N1)=NC(O)=C(CCCCCCC(O)=O)C1=O
NC(N1)=NC(O)=C(CCCCCCC(O)=O)C1=O
CC(N=C(N1)SCSC(N2)=NC(C)=CC2=O)=CC1=O
O=C(c1n[nH]c(-c2ccco2)c1)/N=C1/N(C=CC=C2)C2=NN1
O=C(c1cc(-c2ccco2)n[nH]1)/N=C1/N(C=CC=C2)C2=NN1
OC(CCCNC([C@](C(F)(F)F)(F)Cl)=O)=O
OP(Cc1c(CP(O)(O)O)cccc1)(O)O
CC(C)C(C(NC(N1c2ccccc2)=S)=O)=C1O
Oc(cc1)c(CS(O)(O)O)cc1Br
Oc1cccnc1NC(C(C(Nc1c2cccc1)=O)=C2O)=O
Oc(cc1)ccc1S(c(cc1)ccc1O)(=O)=O
CNS(c(cc(C(O)=O)c(Cl)c1)c1Cl)(=O)=O
CCOc1cc(/C=C(\C(N2)=O)/NC2=S)cc(Cl)c1O
OC(C[C@@H]1N=C(Nc2nc(cccc3)c3s2)NC1=O)=O
OC(c1ccc(CNC2(CCCC2)c2n[nH]nn2)cc1)=O
OC(c1ccc(CNC2(CCCC2)c2nnn[nH]2)cc1)=O
C[C@H](C(O)=O)Nc1nc(-c(cc2)ccc2OC)no1
C[C@@H](C(O)=O)Nc1nc(-c(cc2)ccc2OC)no1
OC(C=C(C(F)(F)F)NC1=O)=C1Br
CCOc1cc(/C=C(/C(N2)=O)\NC2=O)cc(Cl)c1O
Cc1c2nc(NC(N3)=NC(O)=CC3=O)nc(C)c2ccc1
CNc1ccc(cc(cc2O)S(O)(O)O)c2c1
OP(CCCCCCCCP(O)(O)O)(O)O
CCc(cc1)cc(O)c1C(N(C)C[C@H](C)c1nnn[nH]1)=O
CCc(cc1)cc(O)c1C(N(C)C[C@H](C)c1n[nH]nn1)=O
CCc(cc1)cc(O)c1C(N(C)C[C@@H](C)c1nnn[nH]1)=O
CCc(cc1)cc(O)c1C(N(C)C[C@@H](C)c1n[nH]nn1)=O
Oc1cccc(Cl)c1NS(C[C@H]1OCCC1)(=O)=O
Oc1cccc(Cl)c1NS(C[C@@H]1OCCC1)(=O)=O
CCOc1cc(/C=C(/C(N2)=O)\NC2=S)cc(Cl)c1O
CCc1ccc([C@H](COC)NS(c2ncc[nH]2)(=O)=O)o1
CCc1ccc([C@@H](COC)NS(c2ncc[nH]2)(=O)=O)o1
OC(CCc1nnc(C(Nc(cccc2)c2F)=O)s1)=O
OC([C@@H](CCCC1)[C@H]1C(NC1=NCCS1)=O)=O
CC(/C(/Sc1n[nH]c(C(F)(F)F)n1)=C(\C)/O)=O
CC(/C(/Sc1nc(C(F)(F)F)n[nH]1)=C(\C)/O)=O
CN(C=C(C=C1)C(N/N=C2/Nc(cccc3)c3N=C2)=O)C1=O
Cc1cc(O)c(/C(/CP(O)(O)O)=C\C(O)=O)c(C)c1
CCN(c(cccc1)c1C(O)=C1C(NN2)=CC2=O)C1=O
CC(C)N(C)S(Nc(c(O)ccc1)c1F)(=O)=O
Cc(ccc(N(C(O)=CC(N1)=O)C1=S)c1)c1Cl
CCCCC(C(N=C(N1)N2N=C1SC)=O)=C2O
Oc(ccc(/C=C(\C(N1)=O)/NC1=S)c1)c1Br
C[C@@H](CC[C@H](C1)C(O)=O)N1C(c(ccc(OC)c1)c1O)=O
C[C@H](CC[C@@H](C1)C(O)=O)N1C(c(ccc(OC)c1)c1O)=O
