C[C@@]1(CSc2ccccc2C(=O)O)NC(=O)NC1=O
C[C@H](C(=O)O)N(C(=O)c1ccc2n[nH]nc2c1)C1CC1
C[C@@H](C(=O)O)N(C(=O)c1ccc2n[nH]nc2c1)C1CC1
O=C(O)COCc1n[nH]c(=S)n1-c1ccccc1
O=C(O)Cc1csc(NC(=O)c2cccc(O)c2)n1
Cc1cc(=O)[nH]c(SCC(=O)c2ccc(O)cc2O)n1
Cc1[nH]n(-c2ccc(F)cc2)c2ncc(C(=O)O)c(=O)c1-2
O=C(O)[C@@H]1CCCCN1C(=O)c1ccc2n[nH]nc2c1
Cc1[nH]c(=S)[nH]c(=O)c1Oc1ccc(=O)[nH]n1
O=C(O)c1ccccc1-n1nc(C2CC2)nc1-c1cn[nH]n1
O=C(NC1=NCCS1)[C@H]1CCCC[C@H]1C(=O)O
O=C(O)CSc1nnc(-c2ccc(O)cc2)o1
CC1(C)[C@H](C(=O)O)[C@H]1C(=O)Nc1ncccc1O
CC1(C)[C@@H](C(=O)O)[C@@H]1C(=O)Nc1ncccc1O
CC1(C)[C@@H](C(=O)O)[C@@H]1C(=O)Nc1nnc(-c2ccco2)[nH]1
CC1(C)[C@@H](C(=O)O)[C@@H]1C(=O)Nc1n[nH]c(-c2ccco2)n1
CC1(C)[C@@H](C(=O)O)[C@@H]1C(=O)Nc1nc(-c2ccco2)n[nH]1
CC1(C)[C@H](C(=O)O)[C@H]1C(=O)Nc1nnc(-c2ccco2)[nH]1
CC1(C)[C@H](C(=O)O)[C@H]1C(=O)Nc1n[nH]c(-c2ccco2)n1
CC1(C)[C@H](C(=O)O)[C@H]1C(=O)Nc1nc(-c2ccco2)n[nH]1
COc1cc(/C=C2\NC(=O)NC2=O)cc(Cl)c1O
CC(=O)c1ccc(NC(=O)[C@@H]2[C@@H](C(=O)O)C2(C)C)cc1O
CC(=O)c1ccc(NC(=O)[C@H]2[C@H](C(=O)O)C2(C)C)cc1O
CC(=O)c1ccc(NC(=O)[C@@H]2[C@H](C(=O)O)C2(C)C)cc1O
COC(=O)Cc1c(C)c2c(O)cc(O)cc2oc1=O
C[C@@H](c1cccs1)n1[nH]cc/c1=N\C(=O)CCC(=O)O
C[C@H](c1cccs1)n1[nH]cc/c1=N\C(=O)CCC(=O)O
Nc1nc(O)c(CCCc2ccc(C(=O)O)cc2)c(=O)[nH]1
C[C@@H](O)CNc1c(C(=O)O)cnc2ccc(C(=O)O)cc12
C[C@H](O)CNc1c(C(=O)O)cnc2ccc(C(=O)O)cc12
Cc1ccc(C(=O)N2CC[C@@](F)(C(=O)O)C2)c(O)c1
Cc1c(N2CCN(C)CC2)c(=O)oc2cc(O)cc(O)c12
Cc1ccc(C(=O)N2CCO[C@@H](CC(=O)O)C2)c(O)c1
Cc1ccc(C(=O)N2CCO[C@H](CC(=O)O)C2)c(O)c1
Cc1cc(C)n(-c2ccc(C(=O)O)c(-c3nnn[nH]3)c2)n1
Cc1cc(C)n(-c2ccc(C(=O)O)c(-c3nn[nH]n3)c2)n1
Cc1ccc(C(=O)N2CC[C@](F)(C(=O)O)C2)c(O)c1
CC[C@@H](C(=O)O)N1CCN(C(=O)c2ccccc2O)CC1
O=S(=O)(/C=C(\O)c1ccc(Cl)cc1)c1ncn[nH]1
O=S(=O)(/C=C(\O)c1ccc(Cl)cc1)c1nnc[nH]1
CCOC(=S)N[C@H](Cc1ccccc1)C(=O)O
CCOC(=S)N[C@@H](Cc1ccccc1)C(=O)O
Cc1nc(-c2ccncc2)[nH]c(=O)c1CCC(=O)O
COc1cc(CC(=O)O)cc(Br)c1O
Cc1[nH]c(=S)[nH]c(=O)c1Cc1ccc(C(=O)O)o1
O=c1[nH]cc(Br)c(O)c1Br
O=C(O)c1nccnc1C(=O)Nc1nnc(C2CC2)s1
CC(C)COc1ccc(Cc2c(O)nc(N)[nH]c2=O)cc1
Cc1[nH][nH]c(=O)c1C(c1ccccc1)c1c(C)[nH][nH]c1=O
Cc1[nH][nH]c(=O)c1C(c1ccccc1)c1c(C)[nH][nH]c1=O
COC(=O)[C@@](O)(c1ccc(O)c(Cl)c1)C(F)(F)F
COC(=O)[C@](O)(c1ccc(O)c(Cl)c1)C(F)(F)F
CCCC[C@H](CCCc1c(O)nc(N)[nH]c1=O)C(=O)O
Cc1nc(C)c(S(=O)(=O)N[C@H](C(=O)O)C(C)C)s1
O=C(O)[C@H]1CCCCN1C(=O)c1ccc2n[nH]nc2c1
O=C(O)[C@H]1CCCC[C@H]1C(=O)NC1=NCCS1
CCONC(=O)[C@@H]1CCCN1C(=O)c1ccccc1O
CCONC(=O)[C@H]1CCCN1C(=O)c1ccccc1O
COC(=O)CCCCSc1[nH]c(=O)nc2[nH]c(=O)[nH]c12
Cc1cc(C)[nH]/c(=N\NS(=O)(=O)c2ccccc2F)n1
CCOc1cc(/C=C2/NC(=O)NC2=O)cc(Cl)c1O
CC(C)C[C@H](NS(=O)(=O)c1ccccc1F)C(=O)O
CC(C)C[C@@H](NS(=O)(=O)c1ccccc1F)C(=O)O
Cc1cc(NCc2nn[nH]n2)nc(-c2ccccc2O)n1
CN(C)C[PH](O)(O)[C@H]1Cc2ccccc2[C@@H]1C(=O)O
CN(C)C[PH](O)(O)[C@@H]1Cc2ccccc2[C@@H]1C(=O)O
CCOC(=O)c1c(O)cc2oc(=O)cc(O)c2c1O
O=c1[nH]cnc2c1C(c1ccccc1)c1c(nc[nH]c1=O)O2
Cc1cc(C)c2c(=O)[nH]c(SCC(=O)O)nc2n1
O=C(O)c1ccc(F)c(S(=O)(=O)NCc2ccco2)c1
O=C(O)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1
O=C(Nc1ccccc1O)[C@@H]1[C@@H](C(=O)O)[C@H]2C=C[C@@H]1C2
COc1ccc(Cc2nc(C(=O)O)cc(=O)[nH]2)cc1
O=C(O)C1(C(=O)NCc2ccc(O)c(F)c2)CCCC1
CCc1nnc(NC(=O)c2c(C)coc2CC(=O)O)s1
C[C@H]1[C@H](N(CC(=O)O)CC(=O)O)C[C@@H]2C[C@H]1C2(C)C
Cc1ccc(O)c(C(=O)c2cnn3c(=S)[nH]nc3c2)c1
Cc1sc(Nc2ccc(C(=O)O)cc2)nc1O
O=C(O)c1cc(=O)[nH]c(-c2ccc(Cl)cc2)n1
CC1(C)CC(=O)c2c(O)cc(OCC(=O)O)cc2O1
CN(C)C[PH](O)(O)[C@H]1Cc2ccccc2[C@H]1C(=O)O
CCc1c(O)nc(N2CCc3ccccc3C2)[nH]c1=O
O=C(Nc1ccc(Cl)c(C(=O)O)c1)c1nc[nH]n1
O=C(O)c1cc(O)cc(I)c1
COc1ccc(Cl)cc1S(=O)(=O)N[C@@H](C)C(=O)O
COc1ccc(Cl)cc1S(=O)(=O)N[C@H](C)C(=O)O
O=C(O)c1cnc(-c2ccc(F)c(F)c2)[nH]c1=O
C[C@@H](CS(=O)(=O)Nc1ccc(F)cc1F)C(=O)O
CC[C@H](C(=O)O)N1CCN(C(=O)c2ccccc2O)CC1
CCC[C@@H](NS(=O)(=O)c1cncc(Cl)c1)C(=O)O
O=C(O)c1cc(I)c(O)cc1O
O=C(O)c1ccc(I)c(O)c1
CC(=O)c1ccc(NC(=O)[C@H]2[C@@H](C(=O)O)C2(C)C)cc1O
O=C(O)c1ccc(O)c(I)c1
O=C(O)c1ccc2c(I)[nH]nc2c1
O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(=O)NC2=O
O=C(O)c1cc(S(=O)(=O)Nc2ccncc2)ccc1O
COc1ccc(-n2c(O)cc(=O)[nH]c2=S)cc1
CC(C)OCc1n[nH]c(=O)n1-c1cccc(C(=O)O)c1
O=C(O)c1cccn2nc(-c3ccccc3O)nc12
O=c1cc(C[PH](O)(O)CCc2ccccc2)[nH]c(=O)[nH]1
Cc1ccc2c(C[PH](O)(O)O)cc(=O)oc2c1
Cc1ccc(O)c(/C(=C\C(=O)O)C[PH](O)(O)O)c1
Cc1ccc2oc(=O)cc(C[PH](O)(O)O)c2c1
COc1ccc(/C(=C\C(=O)O)C[PH](O)(O)O)c(O)c1
CCCc1c(O)n(-c2ccccc2)c(=S)[nH]c1=O
Cc1[nH]c2nn(-c3ccccc3)c(O)c2c(=O)c1Cl
O=C(O)c1c[nH]c2c(-c3ccccc3)c(=O)[nH]n2c1=O
Cc1noc(C)c1S(=O)(=O)N[C@@H](CC(C)C)C(=O)O
Cc1ccc(C(=O)N2CCOC[C@@H]2CC(=O)O)c(O)c1
Cc1ccc(C(=O)N2CCOC[C@H]2CC(=O)O)c(O)c1
O=C(O)c1[nH]c(=O)c(Br)cc1Cl
O=C(O)c1nccnc1-c1nc2ccccc2c(=O)[nH]1
O=C(O)CN(CCCc1ccccc1)CC(=O)O
CCCc1c(O)n(-c2ccccc2)c(=S)[nH]c1=O
COc1ccc(C(=O)NC2(CC(=O)O)CC2)c(O)c1
Cc1cc(=O)[nH]c(NCc2ccc(C(=O)O)cc2)n1
O=C(O)CCCCCNS(=O)(=O)c1cccs1
CCOC(=O)NC(=S)Nc1ccccc1C(=O)O
O=C(O)[C@@H]1CCCC[C@H]1C(=O)NC1=NCCS1
CC(C)(C)NS(=O)(=O)c1cc(C(=O)O)ccc1F
O=C(NCc1ccco1)C(F)(F)C(=O)NCc1ccco1
CC(C)CCNS(=O)(=O)c1ccc(C(=O)O)cc1F
O=C(O)c1ccc(S(=O)(=O)NCC2CC2)c(F)c1
N[C@H](CSC(=S)NCCCc1ccccc1)C(=O)O
O=C(O)CCCCCNC(=O)c1ccccc1O
Cc1c(CC(=O)NC2CC2)c(=O)oc2cc(O)cc(O)c12
Cc1c(CC(=O)NC(C)C)c(=O)oc2cc(O)cc(O)c12
CC(C)CN(CC(=O)O)Cc1ccc(C(=O)O)o1
COCc1nc(=O)c2c(C)c(C(=O)O)sc2[nH]1
CCCCc1c(O)nc(SCCC(=O)O)[nH]c1=O
CCC(C)(C)NS(=O)(=O)c1cc(C(=O)O)cs1
O=C(O)c1csc(S(=O)(=O)NC2CCCC2)c1
CCCc1cc(=O)[nH]c(SCC(=O)NC(=O)OCC)n1
O=C(NCCc1nc(O)cc(=O)[nH]1)c1ccc(Cl)cc1
O=C(/C=C1\SC(=O)NC1=O)Nc1ccccc1O
COc1ccc(-c2ncc(C(=O)O)c(=O)[nH]2)cc1OC
O=C1NC(=O)/C(=C/c2cc(Br)ccc2O)N1
O=C(O)c1c(F)ccc(S(=O)(=O)NC2CC2)c1F
O=C(Nc1cccnc1)c1c(O)[nH]c2ccccc2c1=O
O=C(Nc1ccccn1)c1c(O)[nH]c2ccccc2c1=O
Cc1ccc(F)c(NS(=O)(=O)c2c[nH]c(C(=O)O)c2)c1
O=C(O)c1cc(S(=O)(=O)Nc2ccccc2F)c[nH]1
Cc1ccc(NS(=O)(=O)c2c[nH]c(C(=O)O)c2)c(F)c1
Cn1c(O)c(CCc2ccccn2)c(=O)[nH]c1=S
O=c1cc(C[PH](O)(O)O)c2cc3c(cc2o1)OCO3
O=C(O)c1cc(S(=O)(=O)Nc2ccccc2)ccc1O
CCOCCc1c(O)nc(SC(C)C)[nH]c1=O
Cc1sc(Nc2ccc(C(=O)O)cc2)nc1O
COc1ccc(Cc2c(O)[nH]c(=S)[nH]c2=O)cc1OC
Cc1nc(-c2ccccc2)[nH]c(=O)c1CCC(=O)O
CCC[C@H](NC(=O)c1cc(C)ccc1O)c1nnn[nH]1
CCC[C@H](NC(=O)c1cc(C)ccc1O)c1nn[nH]n1
CCC[C@@H](NC(=O)c1cc(C)ccc1O)c1nnn[nH]1
CCC[C@@H](NC(=O)c1cc(C)ccc1O)c1nn[nH]n1
Cc1c(O)nc(CCNC(=O)CC2=CCCCC2)[nH]c1=O
Cc1ccc2nc(Nc3nc(O)cc(=O)[nH]3)nc(C)c2c1
CC(C)[C@@H](C[PH](O)(O)O)NC(=O)Cc1ccccc1
CC(C)[C@H](C[PH](O)(O)O)NC(=O)Cc1ccccc1
C/C(=C/Cc1c(O)cc2oc(C)cc(=O)c2c1O)CO
CCCOc1ccc(Cc2c(O)nc(N)[nH]c2=O)cc1C
Cc1nc2[nH]c(C(=O)O)nn2c(=O)c1Cc1ccccc1
CN(C)C[PH](O)(O)[C@@H]1Cc2ccccc2[C@H]1C(=O)O
C[C@H](NS(=O)(=O)c1ccc(Cl)s1)C(=O)O
C[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(=O)O
O=S(=O)(Nc1ccccn1)c1ccc(O)cc1
CNS(=O)(=O)c1cc(Cl)sc1C(=O)O
CCc1c(O)nc(SCC(=O)N2CCCCC2)[nH]c1=O
O=C(O)CC[C@@]1(c2ccc(Cl)cc2)NC(=O)NC1=O
O=C(O)CC[C@]1(c2ccc(Cl)cc2)NC(=O)NC1=O
O=c1[nH]c(=S)[nH]c(O)c1Cc1ccc(F)cc1
Cc1ccc(C(=O)NC[C@@H](CC2CC2)C(=O)O)c(O)c1
Cc1ccc(C(=O)NC[C@H](CC2CC2)C(=O)O)c(O)c1
O=C(O)CCN1CCN(Cc2cccc(O)c2Cl)CC1
Cc1nc(C2CCCCC2)[nH]c(=O)c1CC(=O)O
CCCCNS(=O)(=O)c1cc(C(=O)O)cs1
CC(C)(C)NS(=O)(=O)c1cc(C(=O)O)cs1
CC[C@@H](C)NS(=O)(=O)c1cc(C(=O)O)cs1
CC[C@H](C)NS(=O)(=O)c1cc(C(=O)O)cs1
O=C(O)c1csc(S(=O)(=O)NCc2ccccc2)c1
COc1ccc(C(=O)CSc2nc(O)cc(=O)[nH]2)cc1
O=C(O)Cc1csc(NC(=O)c2ccno2)n1
O=C(Nc1ccncc1)c1c(O)[nH]c2ccccc2c1=O
O=C(O)CCc1nn2c(nc3ccccc32)[nH]c1=O
Cc1oc2[nH]c(=O)n(-c3ccccc3)c(=O)c2c1C(=O)O
O=C(Nc1ncccn1)c1c(O)[nH]c2ccccc2c1=O
Cc1cc(=O)[nH]c(N/N=C/c2ccc(O)cc2O)n1
Cc1ccc(O)c(C(=O)N2CCC(C(=O)O)CC2)c1
Cc1cccc(C(=O)N2CCCC[C@H]2C(=O)O)c1O
Cc1ccc(O)c(C(=O)N2CCCC[C@@H]2C(=O)O)c1
Cc1ccc(O)c(C(=O)N2CCCC[C@H]2C(=O)O)c1
Cc1cccc(C(=O)N2CCCC[C@@H]2C(=O)O)c1O
Cc1ccc(C(=O)N2CCC(C(=O)O)CC2)c(O)c1
O=C(O)C1(NS(=O)(=O)c2cccs2)CCCCC1
O=C(O)c1ccc(S(=O)(=O)NCC(F)(F)F)cc1
Cn1c(O)c([C@H]2OC(=O)c3ccccc32)c(=O)[nH]c1=S
Cn1c(O)c([C@@H]2OC(=O)c3ccccc32)c(=O)[nH]c1=S
Cc1c(CC(=O)O)c(=O)oc2cc(O)cc(O)c12
Cc1cc(Cc2c(O)nc(N)[nH]c2=O)ccc1OC(C)C
O=C(O)CCCCNS(=O)(=O)c1ccccc1F
O=C(O)CCCCCNS(=O)(=O)c1ccccc1F
CCCCNS(=O)(=O)c1ccc(F)c(C(=O)O)c1F
C[C@@H](CS(=O)(=O)Nc1cccc(F)c1)C(=O)O
C[C@H](CS(=O)(=O)Nc1ccc(F)cc1F)C(=O)O
C[C@H](CS(=O)(=O)Nc1cccc(F)c1)C(=O)O
CCCCCCc1c(O)nc(SCC(=O)O)[nH]c1=O
Cc1c(O)nc(Nc2nc3ccccc3o2)[nH]c1=O
O=C(c1c[nH]c2n[nH]c(=O)c-2c1)c1ccccc1O
CC(C)=C(NC(=O)c1ccccc1)[PH](O)(O)O
CCCCS(=O)(=O)Nc1c(C)nn(CC(=O)O)c1C
CNS(=O)(=O)c1ccc(Cl)c(C(=O)O)c1Cl
CC1(C)[C@H](C(=O)Nc2ncccc2O)[C@@H]1C(=O)O
CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)Nc1ncccc1O
COc1ccc(C(=O)N2C[C@H](C(=O)O)CC[C@H]2C)c(O)c1
CCC[C@@H](CCCc1c(O)nc(N)[nH]c1=O)C(=O)O
CCC[C@H](CCCc1c(O)nc(N)[nH]c1=O)C(=O)O
Nc1nc(O)c(CCCCC(=O)OC2CCCC2)c(=O)[nH]1
O=C(O)c1ccccc1-c1n[nH]c(Br)n1
CCn1c(Cc2n[nH]c(=S)n2CC)n[nH]c1=S
CC(C)c1c(O)nc(SCCC(=O)O)[nH]c1=O
COc1cc([C@H]2N[C@H](C(=O)O)CS2)cc(Cl)c1O
COc1cc([C@H]2N[C@@H](C(=O)O)CS2)cc(Cl)c1O
COc1cc([C@@H]2N[C@@H](C(=O)O)CS2)cc(Cl)c1O
COc1cc([C@@H]2N[C@H](C(=O)O)CS2)cc(Cl)c1O
Cc1cc(O)ccc1C(=O)NC1(C(=O)O)CCCC1
C[C@@]1([PH](O)(O)O)c2ccccc2O[PH]1(O)O
O[PH](O)(O)Cc1ccc(I)cc1
O=C(NC(=O)c1ccccc1O)c1ccccc1O
O=C(C[C@H]1SC(=O)NC1=O)Nc1ccccc1O
O=C(C[C@@H]1SC(=O)NC1=O)Nc1ccccc1O
O=C(O)c1c[nH]nc1S(=O)(=O)NCCC1=CCCCC1
CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)Nc1n[nH]c(-c2ccco2)n1
CC1(C)[C@H](C(=O)Nc2n[nH]c(-c3ccco3)n2)[C@@H]1C(=O)O
CC(C)CN(CC(=O)O)C(=O)c1cc(O)ccc1F
O=C(C[C@H]1CCCO1)Nc1ccc(C(=O)O)cc1O
O=C(C[C@@H]1CCCO1)Nc1ccc(C(=O)O)cc1O
Cc1cc(C(=O)O)nn1-c1cccc(-c2nnn[nH]2)c1
Cc1cc(C(=O)O)nn1-c1cccc(-c2nn[nH]n2)c1
COc1ccc2c(C[PH](O)(O)O)cc(=O)oc2c1
CCC(CC)NS(=O)(=O)c1ccc(CC(=O)O)s1
CC(C)(C)[C@H](NC(=O)c1cc(O)cc(C(=O)O)c1)C(=O)O
CC(C)[C@H](CC(=O)O)NC(=O)c1cc(O)cc(C(=O)O)c1
CC(C)[C@@H](CC(=O)O)NC(=O)c1cc(O)cc(C(=O)O)c1
O=C(O)[C@]12CN(Cc3cccc(F)c3F)C[C@]1(C(=O)O)C2
O=C1NCCCc2[nH]c(-c3n[nH]c(-c4ccccc4)n3)nc21
O=C1NCCCc2nc(-c3n[nH]c(-c4ccccc4)n3)[nH]c21
C[C@@H](CC(=O)O)NC(=O)c1cc(C(C)(C)C)nc(=O)[nH]1
C[C@H](CC(=O)O)NC(=O)c1cc(C(C)(C)C)nc(=O)[nH]1
O=C(O)[C@]12CN(Cc3ccc(F)c(F)c3)C[C@]1(C(=O)O)C2
CCS(=O)(=O)Nc1n[nH]c(SCc2ccccc2)n1
COCCCC(=O)Nc1ccc(C(=O)O)cc1O
Cc1ccc(NC(=O)CSc2nc(O)cc(=O)[nH]2)cc1
O=C(O)Cc1nc(-c2cncc(Br)c2)n[nH]1
CCOC(=O)Cc1cc(=O)oc2cc(O)cc(O)c12
O=C(N[C@H](C(=O)O)C1CC1)c1cc(O)ccc1F
O=C(O)[C@@H]1CCCN1C(=O)c1nnc2ccccc2c1O
CCC[C@H](NS(=O)(=O)c1cncc(Cl)c1)C(=O)O
CCC[C@@](C)(NS(=O)(=O)c1c(C)noc1C)C(=O)O
CCC[C@](C)(NS(=O)(=O)c1c(C)noc1C)C(=O)O
CS(=O)(=O)Nc1cccc2c1ccn2CC(=O)O
Cc1[nH]n(-c2ccccc2)c2ncc(C(=O)O)c(=O)c1-2
CCCCCc1nc(N)[nH]c(=O)c1CCCCC(=O)O
C[C@@H](CCCc1c(O)[nH]c(=S)[nH]c1=O)C(=O)O
C[C@@H](CCC[C@H]1C(=O)NC(=S)N=C1O)C(=O)O
C[C@H](CCCc1c(O)[nH]c(=S)[nH]c1=O)C(=O)O
C[C@H](CCC[C@H]1C(=O)NC(=S)N=C1O)C(=O)O
Nc1nc(O)c(CCCCCCC(=O)O)c(=O)[nH]1
Nc1nc(O)c(CCCCCCC(=O)O)c(=O)[nH]1
Cc1cc(=O)[nH]c(SCSc2nc(C)cc(=O)[nH]2)n1
O=C(/N=c1\[nH]nc2ccccn12)c1cc(-c2ccco2)[nH]n1
O=C(/N=c1\[nH]nc2ccccn12)c1cc(-c2ccco2)n[nH]1
O=C(O)CCCNC(=O)[C@](F)(Cl)C(F)(F)F
CC(C)c1c(O)n(-c2ccccc2)c(=S)[nH]c1=O
Oc1ccc(Br)cc1CS(O)(O)O
O=C(Nc1ncccc1O)c1c(O)c2ccccc2[nH]c1=O
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
CNS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl
CCOc1cc(/C=C2/NC(=S)NC2=O)cc(Cl)c1O
O=C(O)C[C@@H]1N=C(Nc2nc3ccccc3s2)NC1=O
O=C(O)c1ccc(CNC2(c3nn[nH]n3)CCCC2)cc1
O=C(O)c1ccc(CNC2(c3nnn[nH]3)CCCC2)cc1
COc1ccc(-c2noc(N[C@H](C)C(=O)O)n2)cc1
COc1ccc(-c2noc(N[C@@H](C)C(=O)O)n2)cc1
O=c1[nH]c(C(F)(F)F)cc(O)c1Br
CCOc1cc(/C=C2\NC(=O)NC2=O)cc(Cl)c1O
Cc1nc(Nc2nc(O)cc(=O)[nH]2)nc2c(C)cccc12
CNc1ccc2cc(S(O)(O)O)cc(O)c2c1
CCc1ccc(C(=O)N(C)C[C@H](C)c2nnn[nH]2)c(O)c1
CCc1ccc(C(=O)N(C)C[C@H](C)c2nn[nH]n2)c(O)c1
CCc1ccc(C(=O)N(C)C[C@@H](C)c2nnn[nH]2)c(O)c1
CCc1ccc(C(=O)N(C)C[C@@H](C)c2nn[nH]n2)c(O)c1
O=S(=O)(C[C@@H]1CCCO1)Nc1c(O)cccc1Cl
O=S(=O)(C[C@H]1CCCO1)Nc1c(O)cccc1Cl
CCOc1cc(/C=C2\NC(=S)NC2=O)cc(Cl)c1O
CCc1ccc([C@H](COC)NS(=O)(=O)c2ncc[nH]2)o1
CCc1ccc([C@@H](COC)NS(=O)(=O)c2ncc[nH]2)o1
O=C(O)CCc1nnc(C(=O)Nc2ccccc2F)s1
O=C(O)[C@H]1CCCC[C@@H]1C(=O)NC1=NCCS1
CC(=O)/C(Sc1n[nH]c(C(F)(F)F)n1)=C(\C)O
CC(=O)/C(Sc1nc(C(F)(F)F)n[nH]1)=C(\C)O
Cn1cc(C(=O)N/N=c2\cnc3ccccc3[nH]2)ccc1=O
Cc1cc(C)c(/C(=C\C(=O)O)C[PH](O)(O)O)c(O)c1
CCn1c(=O)c(-c2cc(=O)[nH][nH]2)c(O)c2ccccc21
CC(C)N(C)S(=O)(=O)Nc1c(O)cccc1F
Cc1ccc(-n2c(O)cc(=O)[nH]c2=S)cc1Cl
CCCCc1c(O)n2nc(SC)[nH]c2nc1=O
O=C1NC(=S)N/C1=C/c1ccc(O)c(Br)c1
COc1ccc(C(=O)N2C[C@H](C(=O)O)CC[C@@H]2C)c(O)c1
COc1ccc(C(=O)N2C[C@@H](C(=O)O)CC[C@H]2C)c(O)c1
Cc1noc(C)c1S(=O)(=O)N[C@H](CC(C)C)C(=O)O
O=C(N/N=c1/ccc(Cl)n[nH]1)c1ncccc1Cl
Cn1c(CCCCc2n[nH]c(=S)n2C)n[nH]c1=S
Cc1ccc(C(=O)O)cc1Nc1nc(O)cs1
COc1ccc(Cc2ncc(C(=O)O)c(=O)[nH]2)cc1
O=S(=O)(Nc1nncs1)c1ccc(O)cc1
Cc1cc(=O)oc2cc(O)c(OCC(=O)O)cc12
